generation,h2_HE_edu,h2_HE_height,h2_HE_wealth,h2_true_edu,R2_edu_from_edu_PGI,R2_edu_from_height_PGI,h2_true_height,R2_height_from_edu_PGI,R2_height_from_height_PGI,h2_true_wealth,R2_wealth_from_edu_PGI,R2_wealth_from_height_PGI,var_edu,var_height,var_wealth,r_score_edu_height,r_score_edu_wealth,r_score_height_wealth,rg_HE_edu_height,rg_HE_edu_wealth,rg_HE_height_wealth,r_beta_edu_height,r_beta_edu_wealth,r_beta_height_wealth,seed
0,0.01052413749457039,0.5965735501702188,9.704714878951343e-05,0.010085863984062603,0.010828159106554344,3.476139940115553e-08,0.5935922127935194,3.51471162799292e-08,0.5968172728865412,0.0,1.026231358990299e-09,4.615294716022597e-06,1.0031236752186408,0.9877957488690299,1.0014267261245395,-0.00177314839247445,,,0.005359659086374132,0.02674580994594814,-0.20253104032824107,0.008475245085834816,0.0030818015818177397,-0.012252204626978487,7
1,0.03715421543660195,0.654036083437085,0.013071040522734991,0.00783024630539896,0.0186980527210962,0.012784589930418706,0.60852387437642,1.5266776062903745e-05,0.6116994960096697,0.0,5.861206789458272e-05,0.006906537895707579,1.2891805609867608,1.0292059021837332,1.1389391912773847,0.006374163860937204,,,0.6163461573684843,0.6773376416343969,0.7618971745511147,0.5216784479414583,0.6088250865787922,0.5197153581278185,7
2,0.05558063857388464,0.6712973089490684,0.027193169903758252,0.0050159723052152815,0.016798337700378144,0.026647296207842952,0.6123746219260485,6.457302769215226e-05,0.6139277377817701,0.0,0.00022548717747604603,0.016458222601387983,2.0129572546746948,1.045501332522116,1.283778148830455,0.008329289198833774,,,0.733207924855193,0.8635838955017029,0.8201966086619975,0.6568658893751356,0.8103777313304218,0.6604489962541809,7
3,0.06672232805077646,0.6728903459424498,0.03546220426855142,0.0036629279447929312,0.015260801530015192,0.036210595171752284,0.6168454549486563,4.0359811721064135e-05,0.6161750267827264,0.0,0.00035666656338463967,0.02371295854840843,2.769636988288752,1.0377349518394265,1.4082627931878966,0.0068347466332369915,,,0.7800555169415097,0.9156767539569924,0.8583146347381053,0.7110668423901515,0.8704808929802809,0.7193634891376213,7
4,0.07372703690611597,0.6687701649467738,0.0421862710973264,0.0029329939302931603,0.012764308979372434,0.04270400074729247,0.6131694291620163,3.711577671695832e-05,0.6140776273229845,0.0,0.0004515516278801861,0.028275289909479237,3.448069232679355,1.042263674914803,1.516858691252005,0.007287653331596787,,,0.8082071851807696,0.9408008378413959,0.8664155291434829,0.740880925089796,0.9014956987443495,0.7447511317489304,7
5,0.08069403585700081,0.6763461674708656,0.048660794438672536,0.002521715968048701,0.0122647496658608,0.04748647090459906,0.6163455232465406,5.078765588821725e-06,0.6142736072914147,0.0,0.0005160372561042143,0.03247640398760577,4.0193803467364235,1.0471758211406805,1.6026857613759855,0.00745300395907323,,,0.8142786863722846,0.9457003674011001,0.8637037314067081,0.7509700867848939,0.9128629999403626,0.7534974724027378,7
0,0.011208118037350069,0.6027158421769346,8.927515411122366e-05,0.010421880522545966,0.010203962463331176,1.218081038944265e-05,0.5994682857061916,3.0446597901463182e-05,0.604200837668944,0.0,2.3053077998905334e-06,1.1120883222540237e-05,1.0089889930343745,1.0091196866009078,1.0012900331607344,-0.006829573038923896,,,0.030698311154287405,0.11792066976157763,-0.30092939503094956,0.016151183307922205,0.0149399211097411,-0.029068222572853516,8
1,0.038435310602241306,0.6569207923029936,0.0122151885668339,0.008098720364301024,0.01978461667717315,0.012226701845630666,0.6154815032228391,2.3257452314860325e-05,0.6169009753361193,0.0,0.00010183952864876627,0.006457003707146079,1.3005937527046385,1.0483214000011487,1.1384530304445455,0.004311578496819939,,,0.5931564397421111,0.6990213131822202,0.7537902659601523,0.5021636032622558,0.6181451880495522,0.5041052524439659,8
2,0.053893074293305386,0.6747848360236214,0.0244434361076068,0.005195715611563124,0.018593523577606585,0.0240205479157724,0.6209769012023216,4.568736198759577e-05,0.6218777740776689,0.0,0.00029838422597386306,0.015189351159013188,2.0332532283197877,1.057250241702609,1.2873002844304648,0.01048344467757056,,,0.7078459721207501,0.8454987024180943,0.8279051413855113,0.6241015564333169,0.7903132782834468,0.6515303276706464,8
3,0.06564335353654455,0.6791048849641453,0.034790565949502035,0.0037601433879214455,0.01713616911507483,0.0335979154161943,0.6206720529045506,6.259501524444234e-05,0.6235976242993055,0.0,0.0005539421553930868,0.022861865149443918,2.7988541522306987,1.062557586912231,1.4126059347553632,0.00847949296045866,,,0.7634622768374596,0.9039507332770207,0.8521632549045391,0.6875921938492071,0.8595306035849334,0.7129666994659803,8
